Dealer,Company,FEIN,DNI,Peripherals,Service Name,Unit ID,Unit,Unit Type,Carrier,Serial #,Phone Number,Sim Number,IMEI,Bill To,Status,Last Event,Carrier,Assigned To Company,Last Event Date
TSO Mobile - Colombia,CENTRO DE ENSE?ANZA AUTOMOVILISTICA NUEVOS PILOTOS SAS,901491434,,"Panic Button, ",PLAN STANDARD,0CJF,WEM47F,Queclink GV55W,Claro CO,S2-M007693-0CJF,9103591984,57101602308331374,868574042768080,,Active,,Claro CO,8/23/2024 8:43:13 AM,9/10/2024 9:47:14 AM
TSO Mobile - Colombia,CENTRO DE ENSE?ANZA AUTOMOVILISTICA NUEVOS PILOTOS SAS,901491434,,"Panic Button, ",PLAN STANDARD,12G6,NBP015,Queclink GV55W,Claro CO,S2-M007693-12G6,9103551097,57101602308331218,868574042736343,,Active,,Claro CO,8/23/2024 8:43:59 AM,9/10/2024 9:47:51 AM
TSO Mobile - Colombia,CENTRO DE ENSE?ANZA AUTOMOVILISTICA NUEVOS PILOTOS SAS,901491434,,"Panic Button, ",PLAN STANDARD,12GU,KJJ779,Queclink GV55W,Claro CO,S2-M007693-12GU,9103549901,57101602308331192,868574042746706,,Active,,Claro CO,8/23/2024 8:44:12 AM,9/10/2024 9:48:40 AM
TSO Mobile - Colombia,CENTRO DE ENSE?ANZA AUTOMOVILISTICA NUEVOS PILOTOS SAS,901491434,,"Panic Button, ",PLAN STANDARD,T924,PDK400,Queclink GV55W,Claro CO,S2-M007693-T924,9103592006,57101602308331396,868574042658869,,Active,,Claro CO,8/23/2024 8:43:43 AM,9/10/2024 9:45:42 AM
TSO Mobile - Colombia,CENTRO HOLISTICO AMBINATURAL SAS,901143585,,"Panic Button, ",PLAN STANDARD,0LUX,KSQ236,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363115142,9109103407461,89571016021090725963,359369090558467,CENTRO HOLISTICO AMBINATURAL SAS,Active,Parked,MOVISTAR CO,5/29/2022 3:30:16 PM,9/27/2024 12:06:21 AM
TSO Mobile - Colombia,CENTRO HOLISTICO AMBINATURAL SAS,901143585,,"Panic Button, ",PLAN STANDARD,0S7Z,WXO86F,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363117665,9103424884,89571016021090720725,359369090541398,AMBI NATURAL CENTRO BOTANICO,Active,Parked,Claro CO,10/10/2022 6:15:37 AM,10/2/2024 3:26:12 PM
TSO Mobile - Colombia,CENTRO NEURO UROLOGICO SAS,900319433,,"Fuel Sensor - 003327, Panic Button, ",PLAN PROFESIONAL,0GLL,WDX170,GenX 5P,Claro CO,000034421751,9103436094,89571011011056329657,359315072167991,,Active,Drive,Claro CO,10/5/2020 4:36:45 AM,10/2/2024 4:34:18 PM
TSO Mobile - Colombia,CENTRO NEURO UROLOGICO SAS,900319433,,"Fuel Sensor - 004050, Panic Button, ",PLAN PROFESIONAL,0HLS,EQR866,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",Claro CO,4634469507,9103438542,89571015022011586675,351628097428414,,Active,Parked,Claro CO,10/4/2020 1:01:33 PM,10/2/2024 1:18:05 PM
TSO Mobile - Colombia,CENTRO NEURO UROLOGICO SAS,900319433,,"Panic Button, ",PLAN PROFESIONAL,0NRG,JYW979,GenX 5P,Claro CO,000054521786,9103454796,57101502501910397,358014097752272,,Active,Ignition OFF,Claro CO,9/24/2021 3:51:57 AM,10/2/2024 4:30:37 PM
TSO Mobile - Colombia,CERAMICOS DEL CARIBE S.A.S.,901280794,,"Panic Button, ",PLAN STANDARD,Q335,JPP652,Queclink GV55W,Claro CO,S2-M007693-Q335,9104051659,57101602312162514,868574041985990,,Active,Parked,Claro CO,10/27/2023 8:05:28 AM,10/2/2024 3:45:12 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,02I6,VCX443,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764383700,9101301386,8957123112215166768,358077093311880,,Active,Parked,Claro CO,5/23/2012 4:53:18 AM,10/2/2024 12:40:01 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Fuel Sensor - 148841, Panic Button, ",PLAN PROFESIONAL,03DZ,YAQ016,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764206352,9101439355,8957123112215163427,357041062612224,,Active,Ignition OFF,Claro CO,9/21/2012 12:53:37 PM,10/2/2024 6:05:26 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,05WS,EQK481,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764383742,9101326726,8957123112215166701,358077093321319,,Active,Parked,MOVISTAR CO,11/23/2017 5:41:00 AM,10/2/2024 1:08:32 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,07ST,ESU082,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363186362,9101324183,89571016022057267015,354514101462036,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,4/26/2023 4:48:46 AM,10/2/2024 12:59:20 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,09JO,WMV438,CalAmp 2630 - 3G - LMU2631H-H000-G1000,,4764400580,9103429808,57101502501910155,354514101228551,,Active,Parked,,6/20/2021 7:40:42 AM,10/2/2024 4:31:25 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,09MI,EQL079,GenX 5P,Claro CO,000034742311,9103424967,57101501905618100,357520077970883,,Active,Parked,Claro CO,9/6/2018 4:43:16 AM,10/2/2024 3:52:35 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0CHR,VCU691,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,Claro CO,4764322729,9101142743,8957123411800583993,358077091114260,,Active,Ignition OFF,Claro CO,11/16/2020 8:11:34 AM,10/2/2024 4:35:16 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Fuel Sensor - 147627, Panic Button, ",PLAN PROFESIONAL,0CXV,SXJ589,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,4764401377,9103429916,89571016022057260333,354514101221002,,Active,Parked,Claro CO,2/19/2019 7:01:03 AM,9/13/2024 7:02:30 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0CZ4,CPF536,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764401716,9103424944,89571016022057259913,354514101190397,,Active,Parked,MOVISTAR CO,11/28/2020 10:04:17 AM,10/2/2024 4:31:55 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0E7W,SRF569,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363189369,9101069632,8957123112215167220,352556102936486,GARCIA GOMEZ AGROINVERSIONES SA,Active,Idle Alert,Claro CO,11/11/2020 4:21:55 AM,10/2/2024 4:33:23 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Fuel Sensor - 003756, Panic Button, ",PLAN PROFESIONAL,0G0R,TZP629,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,MOVISTAR CO,4764428317,9101051255,8957123112215384171,354514102549195,,Active,Parked,MOVISTAR CO,5/27/2024 4:59:39 PM,10/2/2024 4:34:04 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0IFI,GJQ363 ,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,4634379366,9103453581,57101502206650573,351628093098310,,Active,Parked,Claro CO,2/12/2020 5:11:13 AM,10/2/2024 4:04:06 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0JNF,TZN299,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764385567,9101068241,8957123112215167097,358077093396543,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,12/2/2020 11:07:09 AM,10/2/2024 1:41:30 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0KBK,MQM103,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363108722,9103429902,57101502309377263,359369090543311,GARCIA GOMEZ AGROINVERSIONES SA,Active,Ignition OFF,Claro CO,6/2/2020 4:41:30 AM,10/2/2024 11:40:40 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0M6L,SXJ939,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",Claro CO,4764347388,9103424932,57101602205726446,358077091126751,,Active,Drive,Claro CO,12/20/2023 3:24:03 PM,10/2/2024 4:26:52 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0M7B,ETL030,CalAmp 2620 - 3G - LMU26H200-G1000,MOVISTAR CO,4764383427,9101194680,8957123112215166602,358077093358717,,Active,Drive,MOVISTAR CO,4/5/2023 5:02:52 AM,9/16/2024 10:17:27 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0MUZ,VCX422,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764358892,9103391568,57101502501910507,358077091941670,,Active,Drive,Claro CO,2/7/2022 10:59:10 AM,10/2/2024 4:35:59 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0N0J,SXJ944,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764428369,9101170235,8957123112215384155,354514102407345,,Active,Drive,MOVISTAR CO,2/8/2024 6:35:00 AM,10/2/2024 4:32:48 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0O29,SXJ819,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,4764401834,9103395002,89571015023088976,354514101216952,,Active,Parked,Claro CO,2/28/2022 11:21:58 AM,10/2/2024 3:47:51 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0OBW,SXJ818,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,4764402206,9101190177,8957123112102788021,354514101188953,,Active,Parked,Claro CO,2/25/2022 10:57:00 AM,10/2/2024 4:10:13 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0RNP,TYI62F / C10,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363116767,9103402450,89571016021090724495,359369090649548,,Active,Drive,Claro CO,7/7/2023 5:28:34 AM,10/2/2024 4:35:32 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0SZO,TZN328,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MOVISTAR CO,4764400815,9101326126,8957123411800050811,354514101216796,,Active,Drive,MOVISTAR CO,10/12/2022 6:04:30 AM,10/2/2024 4:35:47 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0TXS,SQF402,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363187893,9103436060,89571011014103558112,352556102765786,AGROPECUARIA LA CEJITA S.A.S,Active,Parked,Claro CO,3/14/2024 5:54:01 AM,10/2/2024 1:31:41 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0U2G,SYU208,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764412750,9103977014,89571016023121575466,352556102520397,CHRISTIAM HERNAN ALVAREZ NORE?A,Active,Ignition OFF,Claro CO,2/22/2024 11:59:50 AM,10/2/2024 4:33:48 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0U2H,SRL936,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764412777,9103977015,89571016023121575474,352556102304057,MARIA ASENENTH NORE?A NORE?A,Active,Parked,Claro CO,2/22/2024 11:58:46 AM,10/2/2024 3:07:22 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0U2L,VCS143,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764412771,9103978189,89571016023121575516,352556102330359,AGROPECUARIA LA CEJITA S.A.S,Active,Parked,Claro CO,3/14/2024 5:54:50 AM,7/26/2024 12:39:04 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0U2P,SHO015,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764412369,9103978195,89571016023121575573,352556102424269,CARLOS ALBERTO PORRAS BUENAVENTURA,Active,Ignition OFF,Claro CO,10/12/2022 1:14:26 PM,10/2/2024 3:18:24 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0U2T,CFN246,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764412388,9103978197,89571016023121575599,352556102422982,ANTONIO MARIA SEDAS NOVAS,Active,Ignition OFF,Claro CO,11/10/2022 7:00:37 AM,9/13/2024 9:00:58 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0UD1,WZE382,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764415197,9103981937,89571016023121577892,352556102170342,LUIS FERNANDO GARCIA GOMEZ,Active,Parked,Claro CO,4/24/2023 10:45:12 AM,10/2/2024 3:30:38 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0UYD,WTN989,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,1363187515,9103444781,89571015025019104391,352556102746117,HENRY FERNANDO ORTIZ LOPEZ,Active,Drive,Claro CO,11/30/2022 6:14:59 AM,10/2/2024 4:35:59 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0VQD,FTG724,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363186108,9104039101,57101602303745203,352556102102238,ANTONIO MARIA SEDAS NOVAS,Active,Drive,MOVISTAR CO,4/24/2023 10:46:42 AM,10/2/2024 4:34:37 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0VVZ,LST181,CalAmp 2630 - 3G - LMU2631H-H000-G1000,MOVISTAR CO,4764400530,9103382728,8957101602109072,354514101223578,,Active,Idle - Stop,MOVISTAR CO,2/9/2023 9:30:29 AM,10/2/2024 4:35:34 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0WDD,ETL048,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,4764401415,9101182170,8957123111415990,354514101231373,,Active,Parked,Claro CO,4/19/2023 8:16:27 AM,10/2/2024 4:09:15 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0WKE,XMC737,Queclink GV55W,Claro CO,S2-M006820-0WKE,9104049206,57101602312161881,868574041309373,CARLOS ALBERTO PORRAS BUENAVENTURA,Active,Drive,Claro CO,5/29/2023 4:35:56 PM,10/2/2024 4:35:35 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0X23,ZNO083,Queclink GV55W,Claro CO,S2-M007693-0X23,9103598278,57101602308331818,868574042604269,JUAN MANUEL JIMENEZ ARANA,Active,Parked,Claro CO,3/14/2024 8:20:35 AM,10/2/2024 4:01:34 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0X9S,TWX78F / C2,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363188498,9101191641,8957123112215162361,352556102743551,,Active,Travel Start,MOVISTAR CO,7/5/2023 5:56:23 AM,10/2/2024 4:35:57 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XA3,PXS51D,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363187420,9101168198,8957123112215162395,352556102767543,,Active,End Speeding,MOVISTAR CO,6/15/2023 8:59:55 AM,8/18/2024 4:27:37 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XD4,VMU177,Queclink GV55W,Claro CO,S2-M006820-0XD4,9104042861,57101602312158203,868574041308557,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/6/2023 4:53:21 AM,10/2/2024 3:47:50 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XEG,VMU298,Queclink GV55W,Claro CO,S2-M006820-0XEG,9104042843,57101602312158185,868574041310843,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/6/2023 5:52:43 AM,9/6/2024 5:22:04 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XI7,WEH135,Queclink GV55W,Claro CO,S2-M006820-0X17,9104042856,57101602312158198,868574041292744,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/6/2023 5:45:58 AM,10/2/2024 4:28:28 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XLK,WFI042,Queclink GV55W,Claro CO,S2-M006820-0XLK,9104042825,57101602312158167,868574041321170,GARCIA GOMEZ AGROINVERSIONES SA,Active,Idle - Stop,Claro CO,6/6/2023 5:53:48 AM,10/2/2024 4:35:38 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XNO,WPK448,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,Claro CO,S2-M006820-0XNO,9104044074,57101602312158231,868574041315610,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/6/2023 6:13:49 AM,10/2/2024 3:43:46 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XNX,WEH114,Queclink GV55W,Claro CO,S2-M006820-0XNX,9104042826,57101602312158168,868574041272936,GARCIA GOMEZ AGROINVERSIONES SA,Active,Drive,Claro CO,6/6/2023 5:47:10 AM,10/2/2024 4:35:48 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XP9,FWR939,Queclink GV55W,Claro CO,S2-M006820-0XP9,9104042814,57101602312158156,868574041317335,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/6/2023 5:48:03 AM,10/2/2024 4:11:33 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,0XQM,WGM579,CalAmp 2630 - 3G - LMU2631H-H000-G1000,MOVISTAR CO,4764383649,9101166430,8957123112215168475,358077093315790,,Active,Parked,MOVISTAR CO,6/13/2023 11:55:05 AM,10/2/2024 4:33:35 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XR3,TYI61F / C11,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363188600,9101260990,8957123112215163880,352556102768749,,Active,Drive,MOVISTAR CO,5/29/2023 4:57:57 AM,10/2/2024 4:34:08 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XWT,SEE39E / C6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189366,9101059770,8957123112215167634,352556102908295,,Active,Ignition ON,MOVISTAR CO,5/30/2023 9:42:11 AM,10/2/2024 4:35:04 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XX4,TYI64F ,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189248,9101330536,8957123112215167691,352556102770356,,Active,Parked,MOVISTAR CO,5/31/2023 4:00:46 AM,10/2/2024 4:32:16 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XX8,SGG71E / C6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189311,9101178512,8957123112215167717,352556102898959,,Active,Parked,MOVISTAR CO,5/30/2023 11:24:29 AM,10/2/2024 3:57:30 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XXR,EJX67E / C4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363185573,9101068166,8957123112215161751,354514101470484,,Active,Ignition OFF,MOVISTAR CO,6/2/2023 8:57:01 AM,10/2/2024 4:25:44 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XXX,FNA58G / C11,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189251,9101065655,8957123112215167238,352556102768079,,Active,Parked,MOVISTAR CO,5/29/2023 6:21:07 AM,10/2/2024 3:08:24 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XY1,TWX81F ,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363188705,9101430973,8957123112215162221,352556102935140,,Active,Parked,MOVISTAR CO,5/31/2023 10:28:56 AM,6/7/2024 9:19:48 AM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XY3,TYJ51F / C1,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189317,9101052078,8957123112215167246,352556102952004,,Active,Travel Stop,MOVISTAR CO,5/28/2023 4:57:11 AM,10/2/2024 4:16:09 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XY9,JPC33E / C6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189254,9101063577,8957123112215167253,352556102769713,,Active,Parked,MOVISTAR CO,5/30/2023 8:52:06 AM,10/2/2024 4:27:00 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XYD,ELG98E / C3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189319,9101340574,8957123112215167295,352556102748964,,Active,Drive,MOVISTAR CO,5/28/2023 7:14:45 AM,10/2/2024 4:35:58 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0XYF,TWW90F / C1,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,1363189259,9101340586,8957123112215167303,352556102769333,,Active,Parked,MOVISTAR CO,5/28/2023 6:23:15 AM,10/2/2024 3:05:14 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Fuel Sensor - 192549, Panic Button, ",PLAN PROFESIONAL,0Y2S,TEK927,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764385061,9101276389,8957123112215166958,358077093352397,,Active,Parked,MOVISTAR CO,7/29/2023 9:19:22 AM,10/2/2024 4:29:20 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0Y2W,ETL118,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764385073,9101143789,8957123112215167022,358077093349625,,Active,Parked,MOVISTAR CO,7/22/2023 5:53:02 AM,10/2/2024 1:14:18 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0Y6P,ETL229,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,4764383838,9101261778,8957123112215166396,358077093317127,,Active,Parked,MOVISTAR CO,8/17/2023 7:15:40 AM,10/2/2024 3:29:24 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0ZGS,666 NAS,Queclink GV55W,Claro CO,S2-M007693-0ZGS,9103599456,57101602311631460,868574042722079,,Active,Parked,Claro CO,11/16/2023 12:14:27 PM,10/2/2024 2:18:42 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0ZHJ,667 NAS,Queclink GV55W,Claro CO,S2-M007693-0ZHJ,9103543621,57101602308188597,868574042733118,,Active,Parked,Claro CO,11/14/2023 9:16:58 AM,10/2/2024 4:23:14 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,0ZHS,665 NAS,Queclink GV55W,Claro CO,S2-M007693-0ZHS,9104041579,57101602502492359,868574042753371,,Active,Parked,Claro CO,11/14/2023 6:29:14 AM,10/2/2024 3:42:35 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Panic Button, ",PLAN PROFESIONAL,134M,VQA754,Queclink GV55W,Claro CO,S2-M007693-13GL,9103399947,57101502112222911,868574042784566,GARCIA GOMEZ AGROINVERSIONES SA,Active,Parked,Claro CO,6/9/2021 7:31:24 AM,9/26/2024 7:15:12 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,147A,TSX417,GenX 5P,Claro CO,000036083740,9103447305,89571015024030213828,357520074268489,,Active,Idle - Stop,Claro CO,11/16/2020 8:50:27 AM,10/2/2024 4:31:00 PM
TSO Mobile - Colombia,CERDOS DEL VALLE S A,805018495,,"Fuel Sensor - 148708, Panic Button, ",PLAN PROFESIONAL,21AP,KUN995,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,4764256516,9103380227,89571016021086992916,357041065083969,GARCIA GOMEZ AGROINVERSIONES SA,Active,Drive,Claro CO,6/18/2014 1:07:24 PM,10/2/2024 4:34:01 PM
